"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NYLD.A","NRG Yield, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nyld.a",
"DCM","NTT DOCOMO, Inc","23.66","$87.65B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dcm",
"NUS","Nu Skin Enterprises, Inc.","69.97","$3.68B","1996","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/nus",
"NUE","Nucor Corporation","64.56","$20.52B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/nue",
"NS","Nustar Energy L.P.","29.65","$2.76B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/ns",
"NS^A","Nustar Energy L.P.","24.6697","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ns^a",
"NS^B","Nustar Energy L.P.","22.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ns^b",
"NS^C","Nustar Energy L.P.","25.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ns^c",
"NSH","Nustar GP Holdings, LLC","14.75","$633.54M","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nsh",
"NSS","NuStar Logistics, L.P.","25.42","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nss",
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund","8.67","$114.06M","2014","n/a","n/a","http://www.nasdaq.com/symbol/jmlp",
"NVG","Nuveen AMT-Free Municipal Credit Income Fund","15.25","$3.09B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nvg",
"NUV","Nuveen AMT-Free Municipal Value Fund","10.015","$2.07B","1987","n/a","n/a","http://www.nasdaq.com/symbol/nuv",
"NUW","Nuveen AMT-Free Municipal Value Fund","17.15","$258.57M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nuw",
"NEA","Nuveen AMT-Free Quality Municipal Income Fund","13.63","$3.58B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nea",
"NAZ","Nuveen Arizona Quality Municipal Income Fund","14.2153","$166.17M","1992","n/a","n/a","http://www.nasdaq.com/symbol/naz",
"NBB","Nuveen Build America Bond Fund","21.7924","$576.67M","2010","n/a","n/a","http://www.nasdaq.com/symbol/nbb",
"NBD","Nuveen Build America Bond Opportunity Fund","22.54","$162.41M","2010","n/a","n/a","http://www.nasdaq.com/symbol/nbd",
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","15.26","$728.67M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkx",
"NCB","Nuveen California Municipal Value Fund 2","16.86","$55.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ncb",
"NCA","Nuveen California Municipal Value Fund, Inc.","10.1169","$283.71M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nca",
"NAC","Nuveen California Quality Municipal Income Fund","14.23","$2.06B","1999","n/a","n/a","http://www.nasdaq.com/symbol/nac",
"NTC","Nuveen Connecticut Quality Municipal Income Fund","11.96","$173.83M","1993","n/a","n/a","http://www.nasdaq.com/symbol/ntc",
"JCE","Nuveen Core Equity Alpha Fund","15.94","$255.39M","2007","n/a","n/a","http://www.nasdaq.com/symbol/jce",
"JCO","Nuveen Credit Opportunities 2022 Target Term Fund","9.66","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/jco",
"JQC","Nuveen Credit Strategies Income Fund","8.2","$1.11B","2003","n/a","n/a","http://www.nasdaq.com/symbol/jqc",
"JDD","Nuveen Diversified Dividend and Income Fund","12.4","$244.8M","2003","n/a","n/a","http://www.nasdaq.com/symbol/jdd",
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund","18.78","$677.68M","2014","n/a","n/a","http://www.nasdaq.com/symbol/diax",
"JEMD","Nuveen Emerging Markets Debt 2022 Target Term Fund","9.42","$122.56M","2017","n/a","n/a","http://www.nasdaq.com/symbol/jemd",
"JMF","Nuveen Energy MLP Total Return Fund","10.97","$439.87M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jmf",
"NEV","Nuveen Enhanced Municipal Value Fund","14.165","$353.42M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nev",
"JFR","Nuveen Floating Rate Income Fund","11.09","$631.19M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jfr",
"JRO","Nuveen Floating Rate Income Opportuntiy Fund","11.165","$452.87M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jro",
"NKG","Nuveen Georgia Quality Municipal Income Fund ","12.62","$133.13M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkg",
"JGH","Nuveen Global High Income Fund","16.81","$390.53M","2014","n/a","n/a","http://www.nasdaq.com/symbol/jgh",
"JHA","Nuveen High Income 2020 Target Term Fund","9.89","$290.22M","2015","n/a","n/a","http://www.nasdaq.com/symbol/jha",
"JHY","Nuveen High Income 2020 Target Term Fund","9.93","$153.63M","2015","n/a","n/a","http://www.nasdaq.com/symbol/jhy",
"JHD","Nuveen High Income December 2019 Target Term Fund","9.99","$270.37M","2016","n/a","n/a","http://www.nasdaq.com/symbol/jhd",
"JHB","Nuveen High Income November 2021 Target Term Fund","9.82","$548.66M","2016","n/a","n/a","http://www.nasdaq.com/symbol/jhb",
"NXC","Nuveen Insured California Select Tax-Free Income Portfolio","14.82","$93.86M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxc",
"NXN","Nuveen Insured New York Select Tax-Free Income Portfolio","13.74","$53.93M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxn",
"NID","Nuveen Intermediate Duration Municipal Term Fund","13.03","$611.23M","2012","n/a","n/a","http://www.nasdaq.com/symbol/nid",
"NMY","Nuveen Maryland Quality Municipal Income Fund","12.53","$292.88M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nmy",
"NMT","Nuveen Massachusetts Municipal Income Fund","14.13","$132.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nmt",
"NUM","Nuveen Michigan Quality Municipal Income Fund","13.14","$273.46M","1991","n/a","n/a","http://www.nasdaq.com/symbol/num",
"NMS","Nuveen Minnesota Quality Municipal Income Fund","14.37","$83.23M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nms",
"NOM","Nuveen Missouri Quality Municipal Income Fund","14.43","$33.8M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom",
"JLS","Nuveen Mortgage Opportunity Term Fund","26.25","$417.07M","2009","n/a","n/a","http://www.nasdaq.com/symbol/jls",
"JMM","Nuveen Multi-Market Income Fund","7.63","$72.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmm",
"NHA","Nuveen Municipal 2021 Target Term Fund","9.37","$80.79M","2016","n/a","n/a","http://www.nasdaq.com/symbol/nha",
"NZF","Nuveen Municipal Credit Income Fund","15","$2.13B","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf",
"NMZ","Nuveen Municipal High Income Opportunity Fund","13.54","$858.29M","2003","n/a","n/a","http://www.nasdaq.com/symbol/nmz",
"NMI","Nuveen Municipal Income Fund, Inc.","11.49","$98.1M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nmi",
"NJV","Nuveen New Jersey Municipal Value Fund","14.05","$21.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/njv",
"NXJ","Nuveen New Jersey Quality Municipal Income Fund","13.51","$575.32M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxj",
"NRK","Nuveen New York AMT-Free Quality Municipal","12.75","$1.12B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nrk",
"NYV","Nuveen New York Municipal Value Fund 2","14.1551","$33.26M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv",
"NNY","Nuveen New York Municipal Value Fund, Inc.","9.48","$144.25M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nny",
"NAN","Nuveen New York Quality Municipal Income Fund","13.68","$425.81M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nan",
"NNC","Nuveen North Carolina Quality Municipal Income Fd","12.94","$212.46M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nnc",
"NUO","Nuveen Ohio Quality Municipal Income Fund","14.7","$272.27M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nuo",
"NPN","Nuveen Pennsylvania Municipal Value Fund","14.96","$18.28M","2009","n/a","n/a","http://www.nasdaq.com/symbol/npn",
"NQP","Nuveen Pennsylvania Quality Municipal Income Fund","13.12","$495.34M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqp",
"JPC","Nuveen Preferred & Income Opportunities Fund","10.4","$1.07B","2003","n/a","n/a","http://www.nasdaq.com/symbol/jpc",
"JPS","Nuveen Preferred & Income Securities Fund","10.23","$2.09B","2002","n/a","n/a","http://www.nasdaq.com/symbol/jps",
"JPT","Nuveen Preferred and Income 2022 Term Fund","25.4601","$173.73M","2017","n/a","n/a","http://www.nasdaq.com/symbol/jpt",
"JPI","Nuveen Preferred and Income Term Fund","24.91","$566.88M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jpi",
"NAD","Nuveen Quality Municipal Income Fund","13.94","$2.81B","1999","n/a","n/a","http://www.nasdaq.com/symbol/nad",
"JRI","Nuveen Real Asset Income and Growth Fund","17.4374","$481.84M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jri",
"JRS","Nuveen Real Estate Fund","10.95","$316.37M","2001","n/a","n/a","http://www.nasdaq.com/symbol/jrs",
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","14.13","$1.46B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bxmx",
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","17.011","$274.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spxx",
"NIM","Nuveen Select Maturities Municipal Fund","9.91","$123.33M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nim",
"NXP","Nuveen Select Tax Free Income Portfolio","14.67","$243.09M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxp",
"NXQ","Nuveen Select Tax Free Income Portfolio II","13.89","$246.04M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxq",
"NXR","Nuveen Select Tax Free Income Portfolio III","14.8","$193.07M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxr",
"NSL","Nuveen Senior Income Fund","6.49","$250.66M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nsl",
"JSD","Nuveen Short Duration Credit Opportunities Fund","16.65","$168.09M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jsd",
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund","17.45","$252.75M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jtd",
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","13.83","$191.45M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jta",
"NTX","Nuveen Texas Quality Municipal Income Fund","14.22","$142.59M","1991","n/a","n/a","http://www.nasdaq.com/symbol/ntx",
"NPV","Nuveen Virginia Quality Municipal Income Fund","12.81","$229.72M","1993","n/a","n/a","http://www.nasdaq.com/symbol/npv",
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","12.92","$169.22M","2013","n/a","n/a","http://www.nasdaq.com/symbol/niq",
"JMT","Nuven Mortgage Opportunity Term Fund 2","25.2299","$122.9M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmt",
"NVR","NVR, Inc.","3480","$13.01B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nvr",
"OAK","Oaktree Capital Group, LLC","41.85","$6.54B","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/oak",
"OSLE","Oaktree Specialty Lending Corporation","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/osle",
"OMP","Oasis Midstream Partners LP","17.49","$481.18M","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/omp",
"OAS","Oasis Petroleum Inc.","8.06","$2.17B","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oas",
"OBE","Obsidian Energy Ltd.","1.23","$620.34M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/obe",
"OXY","Occidental Petroleum Corporation","72.99","$55.86B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oxy",
"OII","Oceaneering International, Inc.","20.5","$2.01B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/oii",
"OZM","Och-Ziff Capital Management Group LLC","2.64","$1.39B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/ozm",
"OCIP","OCI Partners LP","8","$695.98M","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ocip",
"OCN","Ocwen Financial Corporation","3.2","$418.75M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ocn",
"OFG","OFG Bancorp","9.4","$413.11M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg",
"OFG^A","OFG Bancorp","23.9468","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg^a",
"OFG^B","OFG Bancorp","22.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^b",
"OFG^D","OFG Bancorp","23.2509","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^d",
"OGE","OGE Energy Corporation","33.01","$6.59B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge",
"OIBR.C","Oi S.A.","n/a","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/oibr.c",
"OIS","Oil States International, Inc.","28.25","$1.44B","2001","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/ois",
"ODC","Oil-Dri Corporation Of America","42.81","$313.33M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/odc",
"ORI","Old Republic International Corporation","21.1","$5.52B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ori",
"OLN","Olin Corporation","34.59","$5.76B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oln",
"OMAA","OM Asset Management plc","24.87","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/omaa",
"OMAM","OM Asset Management plc","16.83","$1.85B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/omam",
"OHI","Omega Healthcare Investors, Inc.","26.9","$5.33B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ohi",
"OMC","Omnicom Group Inc.","73.61","$16.97B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/omc",
"OMN","OMNOVA Solutions Inc.","9.9","$444.19M","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/omn",
"ASGN","On Assignment, Inc.","63.79","$3.32B","1992","Technology","Professional Services","http://www.nasdaq.com/symbol/asgn",
"ONDK","On Deck Capital, Inc.","5.79","$426.35M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ondk",
"OGS","ONE Gas, Inc.","72.59","$3.79B","2014","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ogs",
"OLP","One Liberty Properties, Inc.","26.03","$488.9M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/olp",
"OMF","OneMain Holdings, Inc.","25.38","$3.43B","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/omf",
"OKE","ONEOK, Inc.","53.21","$20.4B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/oke",
"OOMA","Ooma, Inc.","12.15","$230.69M","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/ooma",
"OPY","Oppenheimer Holdings, Inc.","27.4","$359.2M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/opy",
"ORCL","Oracle Corporation","47.36","$196.05B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/orcl",
"ORAN","Orange","17.42","$46.34B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran",
"OA","Orbital ATK, Inc.","132.14","$7.62B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/oa",
"ORC","Orchid Island Capital, Inc.","9.41","$485.28M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orc",
"OEC","Orion Engineered Carbons S.A","24.75","$1.47B","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oec",
"ORN","Orion Group Holdings, Inc.","7.77","$219.11M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/orn",
"IX","Orix Corp Ads","85.65","$21.92B","n/a","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/ix",
"ORA","Ormat Technologies, Inc.","63.81","$3.23B","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ora",
"OSK","Oshkosh Corporation","91.4","$6.87B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/osk",
"OR","Osisko Gold Royalties Ltd","11.48","$1.8B","2016","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/or",
"OUT","OUTFRONT Media Inc.","23.15","$3.21B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/out",
"OSG","Overseas Shipholding Group, Inc.","2.61","$195.86M","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osg",
"OMI","Owens & Minor, Inc.","18.92","$1.16B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/omi",
"OC","Owens Corning Inc","91.2","$10.15B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/oc",
"OI","Owens-Illinois, Inc.","22.25","$3.63B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/oi",
"OXM","Oxford Industries, Inc.","74.7","$1.26B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/oxm",
"PAI","Pacific American Income Shares, Inc.","15.62","$147.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pai",
"ROYT","Pacific Coast Oil Trust","1.72","$66.36M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt",
"PCG","Pacific Gas & Electric Co.","44.57","$22.93B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pcg",
"PKG","Packaging Corporation of America","120.09","$11.33B","2000","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/pkg",
"PANW","Palo Alto Networks, Inc.","146.15","$13.43B","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw",
"PAM","Pampa Energia S.A.","67.43","$4.95B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pam",
"P","Pandora Media, Inc.","4.69","$1.17B","2011","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/p",
"PHX","Panhandle Royalty Company","21.4","$356.91M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/phx",
"PAR","PAR Technology Corporation","9.44","$151.11M","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/par",
"PGRE","Paramount Group, Inc.","15.58","$3.74B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pgre",
"PKE","Park Electrochemical Corporation","19.49","$394.43M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/pke",
"PK","Park Hotels & Resorts Inc.","29.37","$6.31B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/pk",
